index,text,old_label,new_label,reason
2942,glitch sistem alamat go food awalnya sudah buat sesuai alamat yang benar namun pas makanan selesai dan mau diantar malah ke alamat lain yang pernah ditujui sebelumnya tolong segera diperbaiki,negative,neutral,Mixed sentiment detected
2949,saya tidak bisa pesan layanan apapun pemberitahuanya kami mendeteksi kegiatan tidak biasa untuk sekarang kamu tidak bisa pakai gojek ini bagaimana solusinya kemarin normal ajasaya sering pesan mohon tanggapanya,neutral,negative,"Clear negative pattern, not mixed"
2974,overall sangat membantu saya saat membutuhkan transportasi everywhere everytime tapi saya sedikit kecewa dengan gojek kenapa fitur chat nya suka ceklis satu dan lambat sekali terkirim ke pengemudi dan yang paling buruk maps pengemudinya tidak sesuai dengan aplikasi sehingga yang terlihat dekat twenyata masih jauh tolong diperbaiki thx,negative,neutral,Mixed sentiment detected
2976,saya kecewa sama paylater gojek denda keterlambatannya besar banget makin lambat makin banyak padahal yang kita pinjam cuman rb kita bayar lancar tepat waktu pun percuma limit masi tetap rb tlg perbaiki donk cara penagihan nya jgn pake cara keras dan ngancem customer biar custemer nyaman mengunakan jasa gojek dan paylater gojek dan tlg tlg berikan keringanan untuk denda keterlambatan byr paylater nya atau berikan kemudahan misalnya dengan cara mencicil trimakasih salam satu aspal,negative,neutral,Mixed sentiment detected
3013,apk rusak size saja yang besar tapi fiturnya kurang loadingnya lama katika transaksi juga lama di update bukannya tambah bagus malah tambah rusak dahlah,negative,neutral,Mixed sentiment detected
3037,sukaa apk ini cocok buat saya yang suka makan tapi males keluar rumah cuman ongkir nya mahal its okay pokoknya tetep the terbaik,positive,neutral,Mixed sentiment detected
3061,beli pulsa listrik tokennya keluar tapi saat digunakan kwhnya tidak ada buruk sudah kali seperti itu saldo hilang percuma,negative,neutral,Mixed sentiment detected
3065,layanan dari pak gojeknya baguss tapi ada beberapa yang bingung sama map dan tidak tau alamatnya semangat buat bapak dan ibu yang sudah mengantarkan kamimakanan kami semua sampai ketujuan,positive,neutral,Mixed sentiment detected
3070,aplikasi ini sudah bagus dan lengkap saya pakai sudah lambat dan tidak ada kendala tapi minggu terakhir ini maps rutenya buruk sekali saya mau pesan goride untuk jemput anak saya dari sekolah ke rumah yang biasanya jaraknya cm km tiba diputar rutenya hingga km otomatis harganya ikut berubah biasanya rb jadi rb otomatis saya jadi pesan di aplikasi lain tolong diperbaiki mapsnya karena ini merugikan pelanggan gojek,negative,neutral,Mixed sentiment detected
3148,mlaam ini malam yang saya alamin gojek menonjolkan kebegoann dan ketidak profesionalan baik pengemudi maupun cs nya gara kelamaan nunggu konfirm pengemudi smpe diganti otomatis sama sistemnya di chat call tidak bisa cs dtlpon malah bikin tambah emosi ditambah lagi mau buka pesanan lain tokoo dah pada tutup bangsat percuma aplikasi gojek bagus petugasnya cacat pas liat di rate appstore lol bintang saja,negative,neutral,Mixed sentiment detected
3163,kalau sekarang gojek pake sistem pesanan gofood yang tidak bisa di cancel mungkin tujuannya agar pengemudi dan resto tidak dirugikan its oke tapi kalo kasusnya kaya saya dan banyak cust lainnya yang tidak sengaja klik pesan padahal cuma lagi cek harga dan ternyata pesanan tidak bisa batal setelah bolak balik telepon call center pastinya cust kecewa dong inget masih ada aplikasi sebelah jangan memaksakan kehendak ke customer,negative,neutral,Mixed sentiment detected
3198,sulit mencari pengemudi pada saat hujan tengah malam dan menjelang shalat jumat utk aplikasi ini sangat membantu,neutral,positive,"Clear positive pattern, not mixed"
3248,tolong admin adakan fitur tambahan agar upgrade gopay plus lebih gampang saya hampir kali gagal terus,neutral,negative,"Clear negative pattern, not mixed"
3310,kesal banget saya mau pulang sudah di atur ke alamat rumah tapi arah peta di aplikasinya muter jauh sudah di atur berkali masih bgtu aja di petanya selalu ngarahin ke arah yang jauh muter baru sampe rumah tolong dong di perbaiki biasanya harganya cuman karena muter jauh ampe bener kesel mana lagi urgent uang bawanya tidak banyak ampe bgtu perbaikan dong perbaikin,negative,neutral,Mixed sentiment detected
3317,kirain cuma saya yang ngerasain ternyata di lihat dari ulasannya jg banyak yang terjadi kendala pada sistem aplikasi mulai dari blank tidak ada sinyal sulit dibuka dll padahal tiap transaksi ada pembayaran aplikasi tapi tetap saja bukan main baik malah makin buruk,negative,neutral,Mixed sentiment detected
3318,selama ini gunakan itu jasa pesan antar pesanan diantar tiba baik karena dukungan maps bagus cuma ada pengemudi kurang paham baca maps jadi ada agak lambat,negative,neutral,Mixed sentiment detected
3334,gomart pake voucher diskon ongkir dengan min pembelian eh produknya ada yang kosong memang sih jumlah bayarnya dkurang produk yang gdaa tapi jadi tidak dpt diskon ongkirnya kan lumayan mahal lebih baik bnr free pake alfagift dpt point yang bisa dtukar jga ini dah ongkirnya lebih dr hrg produk flash sale jadi mls pesen gomart produk yang kosong di store ya mnaa tau yang mnaa ntr dkurang hrgnya jadi tidak dpt diskon ongkir lagi,positive,neutral,Mixed sentiment detected
3338,respon penanganan untuk pengaduan pelanggan lambat transaksi beli token menggunakan saldo gopay yang sudah terpotong tapi no tokenstrom tidak muncul statusnya menunggu padahal dah nunggu jm lebih tapi belum juga masuk payah gojek,negative,neutral,Mixed sentiment detected
3354,tolong dong agak di tingkatkan lagi saya setiap pesan gojek kalau malam apa lagi pakai gopay kenapa susah banget gojek untuk terima padahal saya naikin ongkos gojeknya tapi kadang sering nolak aplikasi ini kurang bagus lebih bgus indriver sam maxim masih mau nerima coustmer kalau kita sering kenak malam saya kecewa kalau pakai aplikasi gojek kurang bguss,negative,neutral,Mixed sentiment detected
3392,saat pesen gofood selalu saja foto makanan nya tidak tampil jadi ingin memesan pun susah padahal sering di update app nya tapi tetap foto tidak tampil terus meskipun dalam keadaan bagus jaringannya,positive,neutral,Mixed sentiment detected
3393,semua nya sudah bagus harga sesuai tapi yang ingin saya tambahkan coba saja ada go food pakai sepeda jadi untuk para remaja yang lagi susah saat pandemi seperti ini bisa mencari uang untuk kebutuhan belajar online ny mohon d tanggapi ya,positive,neutral,Mixed sentiment detected
3408,benci sama aplikasi ini promonya menipu sudah kali pengalaman seperti ini yang harga awalnya rb sama termasuk promonya eh tiba tiba berubah jadi rb trs hariini pun kejadian lagi yang harga awalnya rb sekarang jadi naik rb apa apaan tidak amanah awalnya saya senang tapi akibat kejadian ini saya jadi tidak suka semoga dengan kritik saya ini bisa membuat aplikasi gojek bisa lebih baik lagi kedepanny,negative,neutral,Mixed sentiment detected
3413,kecewa banget sama go shop nya cari pengemudi lama dan selalu alesan uang tidak cukup trs pengemudi minta di cancel tidak satu kali dua kali tapi berkali kali alesan uang tidak cukup tolong dong di perbaiki pengemudi nya juga rata rata tidak sopan tolong dong yang bener kalo kerja kalo tidak sanggup gausa bikin aplikasi kecewa banget sorry saya uninstal kecewa banget bye gojek sampah,negative,neutral,Mixed sentiment detected
3430,tidak jelas rating sendiri bagus dan aman aman saja tidak pernah aneh aneh atau ngapain tapi kalau nyari pengemudi lambat banget apalagi kalau telat bisa sampe menitan,negative,neutral,Mixed sentiment detected
3455,selalu gabisa ngeklik chat padahal sudah di pencet or klik berulang kali tapi susah banget masuk room chat jadi sering miscom sama driver tolong diperbaiki fiturnya,negative,neutral,Mixed sentiment detected
3469,saran saya apabila system it gojek bisa mohon riwayat pesanan goride gocar itu tersimpan dan bisa dipesan kembali di rute yang sama krn kendalanya pada saat saya keluar kota dan keluarga minta pesankan gojek goride gocar lewat aplikasi gojek di hp sy saya kesulitan cari alamat jemput atau tujuan harus lewat peta dan ini sangat susah men detek geser peta karena harus detail dan jarak jauh seperti kita pesan di aplikasi pesawat rute yang sama bisa dipesan lagi dengan cepat,positive,negative,Clear negative pattern detected
3510,kenapa akhir ini sudah banget sih mau order lambat nyari drivernya promonya sih menarik tapi percuma kalau tidak bisa dpt driver tlg dong diperbaiki sistemnya,negative,neutral,Mixed sentiment detected
3529,masa ya titik pesanan berubah sebelumnya cek masih di titik tapi giliran sudah di tlp kata pengemudi sudah sampe di titik pas di liat diluar rmh tidak ada pas cek titik lokasi di app sudah berubah ditambah lagi harganya lebih naik au ah gelap ku turunin ratingnya perbaiki dulu klo sudah baru dinaikin buruk dah,negative,neutral,Mixed sentiment detected
3601,oke banget untuk keseluruhan cuma satu saran aja untuk pelayanan go food klo bisa rate untuk toko nya di tampilkan juga di halaman utama kasian mereka nyari bintang susah,positive,neutral,Mixed sentiment detected
3655,dari dulu suka sekali dengan aplikasi ini karena sangat membantu untuk kegiatan sehari hari apalagi untuk domisili yang susah banget cari angkot ini sangat membantu cuma sekitar tahun terakhir ini masih belum terbiasa dengan tampilan barunya mungkin next update bisa ditingkatin lagi dari segi ux nya terima kasih,positive,neutral,Mixed sentiment detected
3671,cukup bagus tapi boleh minta tolong misalnya kalo sudah pesan gojek atau gocar tapi tidak datang datang kelamaan langsung maksimal menit langsung ganti driver ok,positive,neutral,Mixed sentiment detected
3687,mau tanya kalau kita nabung atau nyimmpen uang di gopay dan dsimpan dalam waktu lambat bisa tidak atau misalkan bagus up hari ini rb lalu baru digunain saldo gopay nya ribu tpi sudah bagus up lagi rb sehingga saldo terus ditambah tapi kbanyakan nya d simpen sampe jutaan bisa tidak,positive,neutral,Mixed sentiment detected
3747,saya senang pake aplikasi gojek sangat membantu saya saat mau pergi tapi kadang abang gojek a suka lambat banget,positive,neutral,Mixed sentiment detected
3806,kenapa saya tidak bisa pesan food padahal jarak antara rumah sama resto masih satu kota,neutral,negative,"Clear negative pattern, not mixed"
3883,tarif nya suka berubah kadang murah kadang mahal banget x lipat daru tarif yang biasanya padahal sudah sering naik ke lokasi tujuan yang sama dan di jam yang sama tapi aku tetap kasih bintang semoga bisa diperbaiki sistem tarif nya,positive,neutral,Mixed sentiment detected
3886,mau nanya nih niat tidak si kasi voucher mau dipake ko malah tidak bisa pesan goride mau tidak mau pesan pake aplikasi hejo satu lagi dan mereka punya program hemat yang irit biaya lho,positive,negative,Clear negative pattern detected
3985,aplikasinya sebenarnya bagus tapi ada yang bikin saya tidak nyaman dan kecewa pada metode pembayaran scan awalnya pembayaran scan bisa dipake tapi pas saya mau pake lagi tidak bisa malah keluar peringatan wah aplikasi belum bisa lanjut mungkin fiturnya belum ada buat kamu atau aplikasi perlu di update dlu saya sudah update tapi masih saja tidak bisa dipake kenapa yaa kenapa bisa gtt,negative,neutral,Mixed sentiment detected
3986,kenapa tiap buka gofood sll minta lokasi padahal dah aktif lokasinya ttp minta d aktifkan lagi jadi tidak bisa pesan makanan lewat gofood,neutral,negative,"Clear negative pattern, not mixed"
3989,sekarang sudah mahal ongkirnya trus ada biaya penanganan tmbahan lain overall bagus sih cuman sekarang bnyak apk serupa yang bisa dipertimbangkan biar lebih hemat utk pengguna yang sering seperti saya,positive,neutral,Mixed sentiment detected
4038,bisa bantu di update makasih playlater nya macet,negative,positive,Thank you message without complaint
4065,bagaimana sih sudah diupdate tapi aplikasinya keluar terus padahal kapasitas penyimpanan di hp masih banyak sekarang tiap mau buka aplikasi harus nyoba lebih dari x ini bagaimana sih makin buruk sekarang aplikasinya padahal dulu aku suka banget sama gojek sekarang jadi males pake gojek kalo seperti ini terus saya sangat kecewa dengan aplikasi ini,negative,neutral,Mixed sentiment detected
4066,mohon tambahkan menu pilihan jenis seri merek motor roda dua agar pilihan perjalanan jauh semakin aman nyaman berkendara tidak sempit duduk di jok lambat akselerasi tambahkan poin bintang plus untuk motor pengemudi terbaik menu pesanan gofood tolong perbaikan saya contoh pesan dua tapi hanya ada satu neh terima kasih,positive,neutral,Mixed sentiment detected
4102,gofoodnya bener ngak bagus banget sudah lambat nunggu dpt pengemudi ujungnya di cancel mending pake shopeefood saja cepet dan lebih murah,neutral,positive,"Clear positive pattern, not mixed"
4115,tumben sudah bayar cicilan paylater saldo sudah kembali tapi tidak bisa dipakai sistem gangguan trus sudah beberapa hari heran kenapa gojek paylater sekarang buruk sekali mana denda telat sehari sudah ribu tolong di perbaiki lagi biar pengguna gojek nyaman,negative,neutral,Mixed sentiment detected
4171,tahun lbih dri jman sekolah sampe kerja pakai aplikasi ini awalnya enak ya yang sring pesan kyk aku sllu dpt voucher rb bakhan lebih dan ongkirnya lumayan miring kalau sekarang ongkir jauh ma deket sama saja mahal dan sllu dapt voucher rb ma rb tapi banyak kan syg dpt cuman dipakai kalau bisa untuk vouchernya selalu dapat banyak saja semisal rb x atau x jadi tidak mubazir sama kalau abis pesan pakai gopay dptnya koin dikit banget tapi aku ttp suka pakai gojek untuk saat ini ku nilai dlu,positive,neutral,Mixed sentiment detected
4187,sudah lambat saya setia banget sama gojek maaf saya bukan tipe orang yang suka cancel orderan baru x kali ini saya salah pesen butuh y car tapi saya salah pencet ride karena saya salah pesen jadi saya batal dong wong yang mau numpang tidak cman saya sndrian ehh pas si pengemudi ride nya dateng dia bentak depan aku saya diemin berlanjut dia malah sms saya marah ke saya dan smsnya msh ada saya screen shoot sama customer kenapa tidak ada attitude y banget nama driverny saya lupa tapi no hp nya saya ada,negative,neutral,Mixed sentiment detected
4222,saya sangat terbantu dengan adanya gojek ini tapi kenapa stelah saya upgrade jadi tidak bisa pesan goride gocar stiap mu masukin alamat tujuan aplikasi tiba ngblank balik lagi ke menu awal tapi kalo gofood aman aja mohon bisa dperbaiki bug ini terima kasih,positive,neutral,Mixed sentiment detected
