content,content_clean,score,sentiment
Driver susah klo pesen makan jauh dari tongkrongan mereka...,driver susah klo pesen makan jauh dari tongkrongan mereka...,5,positive
sangat puas dan murah,sangat puas dan murah,5,positive
"driver nya pada songong sya mesen gofood gak ada yg mau nerimanya, tolong diperbaiki driver nya untuk GO-FOOD","driver nya pada songong sya mesen gofood gak ada yg mau nerimanya, tolong diperbaiki driver nya untuk go-food",1,negative
di sponsor terus,di sponsor terus,1,negative
tarif gojek masih melindungi bangsa ini dari upaya rencana memiskinkan rakyat Indonesia.,tarif gojek masih melindungi bangsa ini dari upaya rencana memiskinkan rakyat indonesia.,5,positive
admin kenapa wok.... deks updatenya agak laen,admin kenapa wok.... deks updatenya agak laen,5,positive
"selama ini sih rata-rata saya mendapat pelayanan baik dari gojek, gocar, go food and gosen. meskipun gocar sekarang suka reject orderan saya mungkin macet tapi .","selama ini sih rata-rata saya mendapat pelayanan baik dari gojek, gocar, go food and gosen. meskipun gocar sekarang suka reject orderan saya mungkin macet tapi .",4,positive
Mudah saat kebutuhan mendadak & maps nya sangat akurat,mudah saat kebutuhan mendadak & maps nya sangat akurat,4,positive
harga hemat tidak muncul,harga hemat tidak muncul,1,negative
apalah aplikasi payah mau pesan makanan ga ba ada masalah katanya,apalah aplikasi payah mau pesan makanan ga ba ada masalah katanya,2,negative
saran saya tambah kan fitur khusus driver dan penumpang perempuan agar tidak terjadi hal yang tidak mengenakan,saran saya tambah kan fitur khusus driver dan penumpang perempuan agar tidak terjadi hal yang tidak mengenakan,4,positive
very helpful for daily activities,very helpful for daily activities,5,positive
"aplikasi ampas, kalo udah sepi driver tutup aja perusahaannya, bukan solusi saat kelaparan, yang ada malah makin lapar.","aplikasi ampas, kalo udah sepi driver tutup aja perusahaannya, bukan solusi saat kelaparan, yang ada malah makin lapar.",1,negative
penurunan kualits,penurunan kualits,4,positive
"byk mknan bs di beli di gojek,lengkap...good","byk mknan bs di beli di gojek,lengkap...good",5,positive
drivernya ramah,drivernya ramah,5,positive
4dlu baru test,4dlu baru test,4,positive
ini kalau ga milih pengantaran express selalu di lama lama in gtu ya? kenapa ga balik ke fitur yg dulu aja ? pilih fitur express malah nambah biaya. kalau ga dipilih malah ngelama²in anter pesanan atau bukan prioritas,ini kalau ga milih pengantaran express selalu di lama lama in gtu ya? kenapa ga balik ke fitur yg dulu aja ? pilih fitur express malah nambah biaya. kalau ga dipilih malah ngelama²in anter pesanan atau bukan prioritas,4,positive
komunikasi cepat dan lancar pokokx rekomendet banget pak gojekx,komunikasi cepat dan lancar pokokx rekomendet banget pak gojekx,5,positive
bapaknya ramah .. tepat waktu,bapaknya ramah .. tepat waktu,5,positive
sangat membantu,sangat membantu,4,positive
Sangat bagus dan membantu,sangat bagus dan membantu,5,positive
enak lh pokonya minusnya gk ada sendok aja,enak lh pokonya minusnya gk ada sendok aja,5,positive
the best emang,the best emang,5,positive
"tepat waktu,ramah","tepat waktu,ramah",4,positive
dear gojek tolong bnget untuk memilih kandindat buat gojek tolong cari yang bener semua sistem di gojek dah ada peraturanya dan jam nya . terutama untuk driver gojek buat gojekfood TOLONG SABBAR UNTUK MENGAMBIL MAKANNYA SEMUA JAM makanan yang ready sudah di atur SABBAR MAKANNNYA BUKAN CUMA STU MAKNAAN AJH kalo g sabbar tolong gak ush jdi driver gojek dah gak sopan santun sama sekali heran kaya gtuh masih di jadiin driver? aduh semua driver gojek emng g ada sopan santunya sama sekali lebih,dear gojek tolong bnget untuk memilih kandindat buat gojek tolong cari yang bener semua sistem di gojek dah ada peraturanya dan jam nya . terutama untuk driver gojek buat gojekfood tolong sabbar untuk mengambil makannya semua jam makanan yang ready sudah di atur sabbar makannnya bukan cuma stu maknaan ajh kalo g sabbar tolong gak ush jdi driver gojek dah gak sopan santun sama sekali heran kaya gtuh masih di jadiin driver? aduh semua driver gojek emng g ada sopan santunya sama sekali lebih,2,negative
"nih apk makin kesni makin edan ongkir nya gila""an beda bgt sama apk sebelah ongkir masih wajar bgt klo buat food,grab masih yg terbaik auto uninstal gojek byeeeee","nih apk makin kesni makin edan ongkir nya gila""an beda bgt sama apk sebelah ongkir masih wajar bgt klo buat food,grab masih yg terbaik auto uninstal gojek byeeeee",1,negative
"pengguna gojek dari dulu sih tapi kalau setiap ada promo atau saya pakai promo ntah itu goride atau gocar, driver selalu ngecancel dengan alasan kemurahan dan bla bla bla toh ya saya selalu beri tip meskipun ga banyak untuk driver","pengguna gojek dari dulu sih tapi kalau setiap ada promo atau saya pakai promo ntah itu goride atau gocar, driver selalu ngecancel dengan alasan kemurahan dan bla bla bla toh ya saya selalu beri tip meskipun ga banyak untuk driver",2,negative
"layanan gofood terlalu mahal, pengiriman mahal gak ngotak.","layanan gofood terlalu mahal, pengiriman mahal gak ngotak.",1,negative
"tolong donk pihak gojek di tindak driver2 nakal yang ambil orderan tapi diem aja, g jalan & ga bales chat juga. udah kesekian kali kaya gini.","tolong donk pihak gojek di tindak driver2 nakal yang ambil orderan tapi diem aja, g jalan & ga bales chat juga. udah kesekian kali kaya gini.",2,negative
"emangg rataa"" semua driver gofood judes"" semuaa?","emangg rataa"" semua driver gofood judes"" semuaa?",2,negative
"Tolong dong buat area sukabumi driver nya di eval kebanyakan pada ngelunjak, mana ada yang gak tau daerah ya ampun🙂","tolong dong buat area sukabumi driver nya di eval kebanyakan pada ngelunjak, mana ada yang gak tau daerah ya ampun🙂",4,positive
"aplikasi ga jelas, anehhh, hapus aja gapenting","aplikasi ga jelas, anehhh, hapus aja gapenting",1,negative
aplikasi ini sangat membantu bagi orang-orang yang hendak bepergian,aplikasi ini sangat membantu bagi orang-orang yang hendak bepergian,5,positive
"goride sring mengecewakan, tapi gofood ok aja","goride sring mengecewakan, tapi gofood ok aja",1,negative
"saya coba pesan makanan ,diterimah sama pihak restaurantnya(dalam status) saya disuruh menunggu sekitar 45 menitan .saya cek lagi di waktu yang telah ditentukan aplikasi ,tiba2 statusnya bilang makanan yang kamu pesan habis .aplikasinya jelek","saya coba pesan makanan ,diterimah sama pihak restaurantnya(dalam status) saya disuruh menunggu sekitar 45 menitan .saya cek lagi di waktu yang telah ditentukan aplikasi ,tiba2 statusnya bilang makanan yang kamu pesan habis .aplikasinya jelek",1,negative
"Cintai dan gunakanlah Produk-produk Anak Bangsa Indonesia. agar negeri ini maju dengan sendirinya, tanpa melibatkan b4ngke para tikus-tikus sok lapar.","cintai dan gunakanlah produk-produk anak bangsa indonesia. agar negeri ini maju dengan sendirinya, tanpa melibatkan b4ngke para tikus-tikus sok lapar.",5,positive
Nyari driver susah bener,nyari driver susah bener,2,negative
"Kenapa tiba tiba goride tidak bisa membawa penumpang 2 orang anak SD, padahal semalam masih bisa🥺","kenapa tiba tiba goride tidak bisa membawa penumpang 2 orang anak sd, padahal semalam masih bisa🥺",4,positive
sangat membantu,sangat membantu,5,positive
Bunga paylayer 3%++ Lebih besar dari spaylater dan aplikasi kredit lainnya,bunga paylayer 3%++ lebih besar dari spaylater dan aplikasi kredit lainnya,2,negative
kurang bagus aplikasih karena saya kaspen garah kastemer gojek kurang bagus mebela kastemer buka gojek driver,kurang bagus aplikasih karena saya kaspen garah kastemer gojek kurang bagus mebela kastemer buka gojek driver,1,negative
"ada kalanya driver kurang hati2 ,tapi lebih byk baiknya","ada kalanya driver kurang hati2 ,tapi lebih byk baiknya",4,positive
"tipe layanan COMFORT motor H3 Electrum tidak sesuai . banyak pelanggan kurang suka bahkan berakibat PEMBATALAN order eveknya ke akun driver terbaca kurang bagus tingkat penyelesaian order , di karenakan bentuk unit motor terlalu kecil kenapa bisa masuk kategori layanan Ride COMFORT ?","tipe layanan comfort motor h3 electrum tidak sesuai . banyak pelanggan kurang suka bahkan berakibat pembatalan order eveknya ke akun driver terbaca kurang bagus tingkat penyelesaian order , di karenakan bentuk unit motor terlalu kecil kenapa bisa masuk kategori layanan ride comfort ?",2,negative
"bintang 4 dulu yah, kadang kalo ambil gojek/gocar hemat driver/rider pada ga mau pick up, kalo memang tidak menguntungkan untuk para mitra ya ga usah ada gocar/gojek hemat. bikin sebel aja.","bintang 4 dulu yah, kadang kalo ambil gojek/gocar hemat driver/rider pada ga mau pick up, kalo memang tidak menguntungkan untuk para mitra ya ga usah ada gocar/gojek hemat. bikin sebel aja.",4,positive
luar biasa pelayanannya,luar biasa pelayanannya,5,positive
aplikasi blank,aplikasi blank,2,negative
ini kenapa ya saya dapet driver nya gini amat. saya ambil yang expres tertuliss 25 mnit. tpi gegara driver gatau jalan bisa bisa nya sejam lebih ga nyampe nyampe. saya pakai expres itu karna makanan yang di beli mudah cair jadi biar cepat. masukan buat gojek kalo yang expres pilih driver yg emang bener bener tau jalan. biar pelanggan juga puas. biar makanan yang di beli tidak mubadzir alias bisa dimakana,ini kenapa ya saya dapet driver nya gini amat. saya ambil yang expres tertuliss 25 mnit. tpi gegara driver gatau jalan bisa bisa nya sejam lebih ga nyampe nyampe. saya pakai expres itu karna makanan yang di beli mudah cair jadi biar cepat. masukan buat gojek kalo yang expres pilih driver yg emang bener bener tau jalan. biar pelanggan juga puas. biar makanan yang di beli tidak mubadzir alias bisa dimakana,2,negative
"kalo ujan emang susah ya dpt driver nya, dr motor smpe mobil","kalo ujan emang susah ya dpt driver nya, dr motor smpe mobil",2,negative
"Coba tolong di update lagi yang lebih baik, supayakita sebagai customer bisa memilih jalan yg kita mau dan berikan harga sesuai yg ada di jalannya, supaya kita tidak ada kendala dalam perjlanan bersama driver, dan juga tambahkan tanpa tol kalo bisa supaya kita sebagai customer tidak ingin melewati tol setiap kali saya memesan gocar selalu ada saja lewat tol, mohon lebih update lagi banyak fitur lagi supaya kita bisa leluasa enak untuk memakai aplikasi ini, terima kasih","coba tolong di update lagi yang lebih baik, supayakita sebagai customer bisa memilih jalan yg kita mau dan berikan harga sesuai yg ada di jalannya, supaya kita tidak ada kendala dalam perjlanan bersama driver, dan juga tambahkan tanpa tol kalo bisa supaya kita sebagai customer tidak ingin melewati tol setiap kali saya memesan gocar selalu ada saja lewat tol, mohon lebih update lagi banyak fitur lagi supaya kita bisa leluasa enak untuk memakai aplikasi ini, terima kasih",1,negative
"kurang lengkap fitur pembayaran Go transit berupa KAI lokal, kai whossh , kai cargo ,KAI LRT ,MRTdan kereta cepat bangsawan merah putih..","kurang lengkap fitur pembayaran go transit berupa kai lokal, kai whossh , kai cargo ,kai lrt ,mrtdan kereta cepat bangsawan merah putih..",1,negative
ini kenapa ya saya mau pesan makan malah gambar trus menujukan gada sinyal pdhl sya buka apk lain lancar² aja tolong diperbaiki,ini kenapa ya saya mau pesan makan malah gambar trus menujukan gada sinyal pdhl sya buka apk lain lancar² aja tolong diperbaiki,1,negative
kesel Ama Notifnya Ganggu Terus Bikin Handphone Ngeframe,kesel ama notifnya ganggu terus bikin handphone ngeframe,1,negative
kecewa tranfer via gopay k rek lain mutasi ada dan terpotong tp proses y lama 2 HR gila parah,kecewa tranfer via gopay k rek lain mutasi ada dan terpotong tp proses y lama 2 hr gila parah,1,negative
"KENAOA ONGKIR DI KALIMANTAN MAHAL KALI, kaya beli ongkir dapet makan gt.","kenaoa ongkir di kalimantan mahal kali, kaya beli ongkir dapet makan gt.",4,positive
"udah ga ngerti lagi, kalau order gofood, sampai ganti 3 driver. sampai makanan diresto yg diambil ke rumah dingin.","udah ga ngerti lagi, kalau order gofood, sampai ganti 3 driver. sampai makanan diresto yg diambil ke rumah dingin.",2,negative
"terjangkau harga nya, pelayanan nya pun cukup baguss. mantap","terjangkau harga nya, pelayanan nya pun cukup baguss. mantap",5,positive
Gojek punya menu gocar Hemat tapi kenyataannya jarang bahkan gak pernah bisa digunakan karena nanti akan dirancel berulang kali oleh driver. Mending tidak usah dimasukkan ke option agar tidak membuang waktu pelanggan..,gojek punya menu gocar hemat tapi kenyataannya jarang bahkan gak pernah bisa digunakan karena nanti akan dirancel berulang kali oleh driver. mending tidak usah dimasukkan ke option agar tidak membuang waktu pelanggan..,4,positive
Sering minta update. Padahal jaringan bagus eh kadang lelet. Padahal lokasi udah aktif kadang lelet pusing,sering minta update. padahal jaringan bagus eh kadang lelet. padahal lokasi udah aktif kadang lelet pusing,4,positive
banyakin diskon makananya ya😊,banyakin diskon makananya ya😊,4,positive
"pls banget perbaiki. padahal udh pake update terbaru, sinyal juga bagus. tapi di aplikasi posisi drivernya gk bergerak. estimasi waktu dateng juga suka eror, drivernya udh sampe tapi di aplikasi masih dijalan terus. ini jadi bikin gak nyaman buat make, apalagi aku selalu pake gocar tiap ke kampus. pls banget ya perbaikin soal ini🙏","pls banget perbaiki. padahal udh pake update terbaru, sinyal juga bagus. tapi di aplikasi posisi drivernya gk bergerak. estimasi waktu dateng juga suka eror, drivernya udh sampe tapi di aplikasi masih dijalan terus. ini jadi bikin gak nyaman buat make, apalagi aku selalu pake gocar tiap ke kampus. pls banget ya perbaikin soal ini🙏",2,negative
"gojek sangat membantu sekali ketika kita beraktifitas di luar rumah,pesan makanan juga lebih mudah,gopay juga gampang dan mudah.sukses selalu gojek indonesia","gojek sangat membantu sekali ketika kita beraktifitas di luar rumah,pesan makanan juga lebih mudah,gopay juga gampang dan mudah.sukses selalu gojek indonesia",5,positive
"edit, min tolong kasi pilihan pembayaran dana dong pls banget gue anak kos lebih sering make dana dibandingkan gopay","edit, min tolong kasi pilihan pembayaran dana dong pls banget gue anak kos lebih sering make dana dibandingkan gopay",5,positive
"Mas Solichin, driver gojek (go food) yg luar biasa beliau begitu sabar menemukan alamat saya yg kebetulan ada 2 nomor rumah. di perum deppen seturan. karena saya sulit dihubungi maka beliau menunggu di Masjid Bàitturridho Nusantara, sambil menunggu waktu adzan sholat Azhar, Karena hari itu Mas Solichin dirserahi tugas pengganti marbot yg kebetulan sedang pulang karena sakit. Beliau menunggu saya menghubungi dan tetap standby di masjid.sampqi saya ketemu saya... tks Mas SOLIKHIN ATAS KESABARANYA","mas solichin, driver gojek (go food) yg luar biasa beliau begitu sabar menemukan alamat saya yg kebetulan ada 2 nomor rumah. di perum deppen seturan. karena saya sulit dihubungi maka beliau menunggu di masjid bàitturridho nusantara, sambil menunggu waktu adzan sholat azhar, karena hari itu mas solichin dirserahi tugas pengganti marbot yg kebetulan sedang pulang karena sakit. beliau menunggu saya menghubungi dan tetap standby di masjid.sampqi saya ketemu saya... tks mas solikhin atas kesabaranya",5,positive
aplikasi anj gak buka gojek malah pesen gojek sampe 3 kali padahal saya gak buka apk gojek dan gak mesen,aplikasi anj gak buka gojek malah pesen gojek sampe 3 kali padahal saya gak buka apk gojek dan gak mesen,1,negative
mantull top markotop deh,mantull top markotop deh,5,positive
sering tidak dapat driver dan sering di cansel dengan driver,sering tidak dapat driver dan sering di cansel dengan driver,5,positive
uang yang sudah di transfer terus baru diberikan diskon tidak kembali,uang yang sudah di transfer terus baru diberikan diskon tidak kembali,1,negative
"mantap, selalu ada promo, jadi hemat buat Otewe kemana mana.. promo nya gacorin terus yaa,, terima kasih gojek","mantap, selalu ada promo, jadi hemat buat otewe kemana mana.. promo nya gacorin terus yaa,, terima kasih gojek",5,positive
"tolong adakan fitur chat seller/ resto, jangan hanya resto yg bisa chat, saya sudah 3 kali mengalami pesanan yang lama dan tidak ada kejelasan dibatalkan pesanan saya oleh resto nya, saya sudah menunggu lama tau tau dibatalin. Kalo bisa ada fitur menilai profesionalitas resto, saha kasih bintang 1.","tolong adakan fitur chat seller/ resto, jangan hanya resto yg bisa chat, saya sudah 3 kali mengalami pesanan yang lama dan tidak ada kejelasan dibatalkan pesanan saya oleh resto nya, saya sudah menunggu lama tau tau dibatalin. kalo bisa ada fitur menilai profesionalitas resto, saha kasih bintang 1.",2,negative
