review,rating,sentiment,sentiment_label,date,thumbs_up
"fitur chatnya di tambah lagi,, chat resto tidak perlu tunggu resto yang mulai chat,, mau komplain jadi engga bisa,, nunggu orderan ampe 1 jam lebih haduh",3,3,netral,2025-04-28 18:31:08,1
"enak banget nuh apl8kasi buat ngancurin performa driver ojol, tinggal kasih bintang 1 kasih aja komentar tidak ramah, pastilah driver kena peringatan. Kasih bintang 1 lima kali aja bisa kena pm tuh diver ojol ... haha ..",2,2,negatif,2025-09-06 21:14:49,2
hapus waktu menuju restoran karena menggangu pekerjaan semua driver dan jangan pilih pilih driver yg bagus aja seharusnya di bagi yg rata agar adil,1,1,sangat_negatif,2025-11-09 21:35:18,2
"Tolong diperbaiki lagi sistem mapsnya, sering pakai gosend, alamat udah bener tpi titiknya sering meleset jauhh",4,4,positif,2024-11-04 14:22:46,0
"Mohon maaf, tadi saya mesen gojek, udah nyampe terus udah sampe tujuan. Kenapa gojek nya tiba2 mesen sendiri lagi?? Padahal hape udah saya matiin loh, ini gojek gimna?? Gara2 tu saya dikata2in",2,2,negatif,2025-02-07 15:02:03,7
"tolong di upgrade lagi gojeknya, untuk map lokasi di paskan sama posisi akun..dan fitur chat untuk gofood ke penjual di nyalakan karena pesanan sering lama sampainya jd keteter banget tolong diperhatikan pihak aplikasi",1,1,sangat_negatif,2025-11-18 14:07:05,1
sering banget dapet driver yang udah tua jalannya lama,3,3,netral,2025-04-25 10:08:13,0
lagi cari gocar GK dapet² percobaan beberapa kali nyari dari harga 30 - 80 GK dapet²,1,1,sangat_negatif,2025-11-01 15:11:37,1
"mantap deh gojek, maju truss",5,5,sangat_positif,2025-09-24 16:12:00,0
"Bagus, segala sesuatu lebih mudah dengan adanya apl ini. Kedepannya mungkin akan lebih canggih dan dipermudah",4,4,positif,2025-02-02 16:47:53,0
lucunya aplikasi ini pas login memesan makan ga bisa tiba tiba akun anda di bekukan. jadi males pake gojek sekarang,1,1,sangat_negatif,2025-10-21 00:21:29,3
Di harapkan untuk mempermudah untuk bisa membaca drivernya untuk pengemudi untuk catatan pencarian lokasi.,3,3,netral,2025-03-13 11:01:18,0
"sekarang selalu gagal order Go shop, gagal dapat driver",2,2,negatif,2025-08-30 10:19:59,1
"siapapun daerah bandung hati hati sama driver yang namanya Fathan Maulana motor beat plat no D5078VEP. driver ga sopan dan kurang ajar, kalau dapet dia mending cepet cepet cancel aja.",2,2,negatif,2025-10-22 19:26:19,1
"baguss banget sih, membantu lagi bingung cari kendaraan atau nyari makan tapi ga Kendaraan",5,5,sangat_positif,2025-09-24 21:34:48,6
tdk pernah mengecewakan,5,5,sangat_positif,2025-11-07 20:29:15,0
"udh nugu 2 JM mesen mkn,,,malah di batalin",2,2,negatif,2025-04-02 20:35:22,0
Bayar express reguler ataupun hemat ga beda jauh datengnya lama banget. Heran.,3,3,netral,2025-01-12 07:14:54,0
"hati 2 pake gopaylater, tiba2 pas tagihan diblokir dan tdk bisa dicicil JD hrs bayar full padahal hrsnya ada pilihan cicilan tagihan, SDH tlp minta kebijaksanaan juga tdk bisa, baru telat satu hari sudah seperti telat berbulan 2, penagihan sangat menggangu!!! gopaypinjam jg limit gede tp ga bs dipakai, percuma hapus aja !!",1,1,sangat_negatif,2025-11-02 11:09:00,4
Bagus dan memudahkan,4,4,positif,2025-06-15 12:28:58,0
sangat mudah dan simpel di gunakan,5,5,sangat_positif,2025-10-04 18:12:11,0
"itu tolong driver gofood DANY SUSENO Bandung Pm aja, Gak Sopan Dia !!",2,2,negatif,2025-11-14 18:50:02,1
"pengalaman terakhir pakai go car dan go ride ndak ada yg mau ambil orderan, apa karena driver dapatnya tdk sepadan dg biaya dan jaraknya ya, yang gocar dapat 3-4 driver berbeda semuanya membatalkan perjalanan, jadi ya ndak jadi keluar akhirnya. seperti ndak sesuai dg iklan yg selama ini disampaikan.",1,1,sangat_negatif,2025-09-20 14:10:02,1
sebenernya sangat membatu cuman untuk deriver gojek kebanyakan nakal setiap di titik penjemputan minta di offline nin aplikasi nya jadi kurang nyaman mohon di perbaiki lagi sikap driver nya,4,4,positif,2025-04-19 18:27:27,0
"Nglag terus ni app, d jakarta pula.",3,3,netral,2024-12-08 05:26:54,0
sy kasih bintang 4 ya karena KLO bintang 5 sempurna banget sementara kesempurnaan cuma milik Allah SWT,4,4,positif,2025-06-29 08:26:18,0
"drivernya perlu di evaluasi lagi sih, sudah sering dapat yg berkendara asal-asalan sampai pernah tabrakan dan ada yang kesabarannya setipis tisu mau berantem sama orang di jalan. padahal goride comfort tapi kok malah bikin uncomfortable.",3,3,netral,2025-07-31 01:37:18,0
saya mau pesan gojek udah nunggu 15 menit gak dapet-dapet padahal udah pake prioritas,3,3,netral,2025-04-08 18:26:56,1
"maaf jujur min, saya sebenarnya lebih suka sebelah apk. G tapi beberapa hari ini error karena saya lupa kata sandi pembayaran non tunai. walaupun biaya lebih kemahalan tapi dapat promo tiap hari ini jadi setelah ada masalah saya mencoba memakai apk Gojek yang katanya lebih irit biaya,, awal saya pakai berapa hari lalu masih banyak promo tapi setelah 2 hari pakai promo tidak pernah ada tapi apk menyarankan berlangganan tiap bulan bayar dst itu juga potongan hanya 2.000an dan byk biaya tambh drive cpt",4,4,positif,2025-07-05 06:23:25,12
"drivernya songong², udah nunggu setengah jam pas mau dket lokasi penjemputan malah di batalkan. lagi buru² malah di batalin terus, kalau ga niat jadi driver gausah deh.",2,2,negatif,2025-01-09 06:36:50,2
pajak untuk driver dan penjual semakin besar tapi diskon makin susah,3,3,netral,2025-04-20 19:57:06,0
gf a as said something so ásàaa,2,2,negatif,2025-10-08 09:52:32,1
Tidak memiliki perlindungan konsumen yang baik. Saya yang tertinggal di mobil pengemudi dan tidak bisa dihubungi. ketika minta tolong ke pihak gojek hingga hari ini tidak mendapatkan respon apapun atas laporan saya.,1,1,sangat_negatif,2025-10-04 09:49:46,0
"jangan gunakan aplikasi ini mencekik driver,jika anda menggunakan aplikasi ini sama dengan mendukung aplikator rusak yang menjadikan mitra sapi perah tanpa makan yang layak",1,1,sangat_negatif,2025-10-13 14:50:36,2
dtiver gocarnya banyak pilih2.. susah bngt mesen gocar gada yg pick up,2,2,negatif,2025-11-22 12:54:00,0
tidak ada transparansi rating saya kalo sudah menampilkan update yang di rating costumer baru costumer. rating ulang,3,3,netral,2025-04-19 18:02:07,0
bikin nya macet driver,1,1,sangat_negatif,2025-10-30 20:15:04,1
Sangat memudahkan konsumen dalam hal transportasi dll,4,4,positif,2025-01-29 13:19:54,0
"Kadang kadang ketemu driver gojek yang sudah terima panggilan dan setelah 5 menit membatalkannya. Ini membuat waktu saya jadi terbuang buang. Kemudian, ketemu driver gajek dengan nomor polisi kendaraan roda dua yang tidak sesuai dengan kendaraan yang sedang digunakan. Setelah ditanya kenapa nopol beda, dijawab bahwa motor sedang dibengkel.",3,3,netral,2025-02-03 17:46:26,1
minesnya atau promonya cuman diskonnya kadang eror,4,4,positif,2025-07-21 08:16:39,0
Agak kurang dimengerti untuk pemesanan goride begitu mudah untuk bisa pesan kedua dalam waktu yang sama. Akibatnya datang dua driver.,4,4,positif,2025-11-14 05:15:19,1
"kalo ga dapet driver tiba tiba pesanan dibatalkan,,, kasian warungnya selebihnya oke sih,,, mungkin kalo ga dapat driver tolong dibantu ya",4,4,positif,2025-04-11 18:43:41,0
"gk jelas bet drivernya rata rata pada gk bisa maksimaliln udh pilih mode yg cepet juga sama ujungnya ngecewain, tolong perhatikan lebih baik",1,1,sangat_negatif,2025-11-20 14:11:35,1
"Di Zaman yg serba instan gini, sangat membantu bgt si, dri mulai gojek gocar terutama gofood!! pernah pesan gofood tapi makanannya ada yg kurang, chat admin prosesnya cepat dan gak ribet, kurang dari 2x24 jam uang dikembalikan ke saldo gopay! sesuai item makanan yg kurang!! mantap..",5,5,sangat_positif,2025-11-19 17:19:24,18
map pas penjemputan dan pengantaran kurang berjalan tolong di tingkatkan lagi..,3,3,netral,2025-05-09 15:10:20,0
"pengantar nya engga kompeten, udh terima pesanan tapi tiba-tiba dibatalkan gitu aja padahal buat buka puasa",3,3,netral,2025-03-10 19:04:20,0
top apk nya cuma kadang driver nya dpt yg rewel,4,4,positif,2025-07-08 11:08:10,0
sangat nyaman pakai aplikasi gojek ramah2 dirver nya,4,4,positif,2025-04-26 05:56:18,0
Aplikasi yg sangat kegiatan dalam nya membantu Tapi gofood segala minus bgt kalo pas ujan,4,4,positif,2024-12-10 22:04:06,0
Alhamdulilah dreipernya baik baik dan ramah,4,4,positif,2024-10-20 13:26:22,0
"baru kali ini kecewa pake gojek,lebih ke driver nya sih sebetulnya,driver ga mau jemput karna argo kecil, loh saya gojek plus pasti ya promo, kalo ngga mau, ga usah bilang kyk gitu lah,gimana sih.. aplikasi bagus semua,tapi karna satu dua yang begitu jadi gimana gitu, ngga nyaman akan perpanjang lagi kalo kyk gitu",5,5,sangat_positif,2025-01-15 22:41:54,0
"program target nya tinggi tapi orderan nya dikit gimana ini jek, kebanyakan ngambil untung si lu jek pada pindah cust ke apk sebelah driver cuma kasih goceng lagi wkwk",1,1,sangat_negatif,2025-10-11 16:18:53,0
driver ramah interaktif.. mantab pokoknya,5,5,sangat_positif,2025-11-05 14:05:15,0
"jam ya ini untuk gofoodnya udh nunggu maaf 1 tapi tetep ga dapat driver dan ngulang pesen lagi nunggu 1 jam lagi, dan ga ada opsi pembatalan selama nunggu 1 jam itu,",2,2,negatif,2025-09-04 16:01:14,1
ok baik dan tempat waktu,5,5,sangat_positif,2025-10-30 05:57:54,0
gosend barang sering ngga nyampe,1,1,sangat_negatif,2025-11-19 15:07:42,1
"kalau order Goride, kadang iseng2 saya tanya ke pengemudi.., gini ini pengemudi dapat berapa pak, ngantar saya ? . betapa kagetnya ketika pengemudi jawab 8.400,- pak memang tujuan saya Ndak jauh 4km. dalam hati padahal di aplikasi tadi kena 14.000,-. Busyet... POTONGANNYA 5.600,-. Akhirnya begitu turun saya tips 5.000,-",1,1,sangat_negatif,2025-09-19 21:57:50,1
Aplikasi gojek utk semua layanan sie bagus..tp cb tolong utk layanan GOMART selalu sering salah item barang yg dibeli..kasian drivernya harus bolak balik tukerin item yg salah gara2 karyawan gomart alfamart..cb klw drivernya gk mau tanggung jawab yg rugi kan customernya,4,4,positif,2024-12-21 19:41:45,1
hari ini tanggal 26 september 2025 jam 14.20 di depan suprmarkt superindo pdk lebak bulus jakarta selatan tolong itu manajemen gojek indonesia diajarkan kembali sopan santun ke mitra driver motor nya hari di depan supermarket dekat pdk lebak bulus ada motor driver kondisi jalan raya cukup ramai itu motor dari sebelah kiri jalan tiba tiba akan belok kanan ke arah komplek adhiyaksa lebak bulus saya tidak klakson apa apa tapi mobil yang klaksonin MALAH SAYA DIKATAIN MONYET SAMA ITU DRIVER GOJEK,1,1,sangat_negatif,2025-09-26 16:41:49,1
untuk penjemputan tepat waktu,4,4,positif,2025-04-21 09:12:37,0
"Pesen gofood express tapi telat sampe 1 jam lebih, parah bgt lu gojek",2,2,negatif,2025-01-17 20:28:43,1
"Tampilannya sekarang terlalu penuh. Menu dan ikon berdekatan banget, jadi sering salah klik. Misalnya niatnya mau pesan goride, eh malah kebuka gocar.",2,2,negatif,2025-07-28 20:28:47,1
pesan sendiri ke tiba tiba gajelas,1,1,sangat_negatif,2025-11-07 15:11:14,1
susah ganti jadi nomer karna gopay sudah nonaktiff pin ga bisa kirim otp,2,2,negatif,2025-06-18 22:34:05,0
Ada hemat drivernya ga mau ambil karna ongkos perbaiki lagi ya klo memang ada menu ongkos hemat hrus disepakati jg sama driver. sbgai penumpang ga kena imbasnya,3,3,netral,2024-11-04 19:30:42,0
promo gofood terpelit. potongan 10rb min pembelian 300rb,3,3,netral,2025-04-14 15:34:42,0
"Tidak ada mobil di stasiun kereta woosh halim, kalah sama aplikator lain",4,4,positif,2025-08-02 17:54:32,0
"Suami saya pesan gojek buat anak, tapi begitu dapat gojek ko tiba-tiba gojek sudah sampai dan tombol batal sudah gak bisa dipencet kayak yang udah ketemu gojek dan udah naik . Padahal liat gojeknya di aplikasi masih jauh ke tempat penjemputan, gak gerak sama sekali. Gimana kalo anak saya gak jadi naik gojek, jadinya dibonceng sama temannya yang pulang 1 arah dan pembayarannya pake gopay? Tolong pihak aplikator diperbaiki dan di tindak lanjuti",1,1,sangat_negatif,2025-09-19 17:57:15,1
"maaf untuk sebelumnya karena saya kasih bintang 2, maslah yang saya alami saat memesan gofood di gojek notif dari drivernya itu delay 5-10 menit sampe drivernya kebingungan, mohon untuk di perbaiki lagi notifikasi yang delay kak",2,2,negatif,2025-05-05 14:58:13,0
"diskon baru dpt kalau beli 40k, mahal di ongkir daripada makanannya",2,2,negatif,2025-11-02 10:09:10,3
"untuk orderan gofood harga nya sangat fanatastis, harga menu 20rb biayaya penanganan sampe 25rb, yg pdhal driver nya gk dpet sgtu, kita bayar skitar 45rb yg sampe ke driver paling 10 15rb, miris",2,2,negatif,2025-08-11 23:29:51,1
lama dapet nya kalo pagi pagi padahal saya butuh banget tapi driver pagi ga dapet,2,2,negatif,2025-10-02 05:36:46,1
"membantu mobilisasi, pake go transit lebih efisien",5,5,sangat_positif,2025-10-11 13:18:44,0
minta update mulu pdhl udh di update,2,2,negatif,2025-05-12 12:16:02,0
"BUAT PARA CUSTOMER BUDIMAN, LOKASI!! GOJEK SEMAKIN GAK MANUSIA TERHADAP DRIVER, JIKA KALIAN MESEN FOOD KEADAAN DINGIN ATAU LAMA, MAKLUMIN YA!! KAMi PARA DRIVER SEKARANG SEKALI JALAN MELAYANI DUA CUSTOMER FOOD, DAN RESTORAN BERBEDA SEKARANG JADI KAMU MONDAR MANDIR KE 4 TITIK, DENGAN ONGKIR 10RIBU, GOJEK BANGS4AT!!",1,1,sangat_negatif,2025-10-04 14:12:12,1
Saya berkali-kali pakai aplikasi ini dapat Driver ugal-ugalan bahkan hampir nabrak. semalam saya juga dapat Driver cerewet dan banyak omong jujur saya kesel mau pindah Sebelah aja,1,1,sangat_negatif,2025-10-18 10:03:05,1
"selama kesel ok ok aja, cuman pas moment2 tertentu driver suka ini sush cari kadang",5,5,sangat_positif,2025-10-29 09:34:56,0
drama pagi inii mau pesen gojek car tapi malah di cancel terus sama driver nyaa padahal posisi lagi buru buru gk pernah sekecewa ini sih sama gojek btw aku naik di daerah kreo ntha kenapa drivernya pada ngecancel in asli parah banget sihhh,4,4,positif,2025-07-01 07:49:40,0
makin sering dipake makin dapet sulitt promo,3,3,netral,2025-05-10 12:25:08,0
"cari driver buat makan aja susah bayar dah mahal sekali dpt driver yg double order beda resto lg makin susah buat makan bukan makin mudah malah makin susah, orang order makanan buat yg cepet bukan yg lama",1,1,sangat_negatif,2025-11-06 07:02:08,1
"ini gmn ya, goride hemat nya emang gak ada apa gmn yaa, jdi kurang worth it tarif nya karna mahal banget, jdi gak wort it buat PP kuliah nih",3,3,netral,2025-03-30 15:27:32,0
pengiriman sangat lama,1,1,sangat_negatif,2025-10-23 10:25:42,1
"Aman,cepat,harga terjangkau,mudah makasih driver mendapkan ojek",5,5,sangat_positif,2025-11-02 01:52:00,0
sangat mudah saat bertransaksi,5,5,sangat_positif,2025-09-22 11:13:07,0
"Seharusnya ada riport tempat makan agar gojek langsung ambil tindakan, saya tidak terima ada orang jualan makanan basi yang notabenenya bisa di kasuskan karena berbahaya",3,3,netral,2025-01-10 22:29:16,1
"NAJIS GUA PAKE GOJEK LGI DRIVERNYA TOLOL SEMUA, UDH NUNGGUIN LAMA MLH DI CNCELL TUA TUA BEGO SEMUA ISINYA JNGN PKE GOJEK, PAKE GRAB AJA GOJEK TOLOL SEKUA WALAUPUN TUA TUA JUGA, APA LGI DRIVER YG MSIH MUDA NYA TAMBAH OON, NAJIS NAJIS JMBT",1,1,sangat_negatif,2025-10-01 08:31:09,1
"orderan fiktif merugikan, dateng kerumah padahal saya g pesan, gaada reimburst dan tindakan",1,1,sangat_negatif,2025-10-29 14:16:51,1
"hallo kak, bisakah adakan label untuk produk gofood, saya bingung soal pepperoni apakah halal di pizza? soalnyakan pepperoni daging babi, bisakah adakan label halal di foto makanan nya",5,5,sangat_positif,2025-10-12 21:49:36,0
"Tolong kepada Pihak Gojek, Saya sangat kesusahan dalam login akun sayaa. udah mencoba berapa kali mencoba verifikasi mukaa gagal terus. Saya bikin dsri SMK muka apa karna beda muka atau gimana? akun saya sendiri loh ini. Tolong di perbaiki ada uang saya di dalamnya. udah 1 bulan coba sabar gak bisa bisa juga. Mohon di respon!!",1,1,sangat_negatif,2025-10-09 00:50:14,2
aku kasih 3 pas lagi main game selalu ada iklannya padahal aku pake aplikasinya kurangin iklannya plis,3,3,netral,2025-07-02 17:23:27,1
sangat di butuhkan dan sangat berguna,4,4,positif,2025-07-09 15:15:11,0
"Saya sangat kesal driver gojek maupun gocar yang pilih-pilih cuaca dan lokasi tujuan orderan, padahal sangat dengan lokasi jemput tidak ada yang mau sama sekali, dan harga juga lumayan tinggi, sangat tidak",1,1,sangat_negatif,2025-11-18 17:24:19,1
siap sedia dimanapun dan sgala kondisi,5,5,sangat_positif,2025-11-10 15:41:37,0
"bagus, memudahkan urusan",4,4,positif,2025-10-07 10:53:03,0
"gk jelas bet drivernya rata rata pada gk bisa maksimaliln udh pilih mode yg cepet juga sama aja ujung ujungnya ngecewain, tolong perhatikan lebih baik",1,1,sangat_negatif,2025-11-20 14:11:35,1
Gojek aplikasi bagus,5,5,sangat_positif,2025-10-02 23:44:24,0
"Aplikasi kocak, udah mulai ga waras harganya, harga ongkir dan layanan 2x lipat dari harga barang wkwkw",2,2,negatif,2025-01-01 19:04:19,0
lebih ditingkatkan lagi dan diupdate rute di map-nya. kadang suka ngaco. ada yg dekat dilewatin yg jauh dan muter.,4,4,positif,2025-05-07 13:29:07,0
"apa ini aku lagi tidur tiba tiba apk gojek mesan gofood mana makanan babi seharga 66k lagi,aku ini Islam",1,1,sangat_negatif,2025-10-11 08:15:26,1
"jadi double order padahal cuma order satu doang, kasian ke driver lainnyaaa lain kali tolong sistemnya perbaiki",2,2,negatif,2025-08-08 07:24:38,0
"beri melakukan pembayaran pay later, bolak rating harus Susah balik",3,3,netral,2024-10-30 14:44:25,0
"hm gitula, kadang dpt gojek yg ga bnr pelayanannya, kadang ada yg baik bgt",4,4,positif,2025-02-03 13:02:44,0
"gofood skrg kalo order selalu telat antar nya ya, terakhir beli pas sampe mlh makanan nya dingin dn pesen lg jd telat terus skrg pengantaran nya",2,2,negatif,2025-01-27 14:00:19,1
Telah melayani dengan baik,5,5,sangat_positif,2025-10-10 11:12:28,0
pengalaman pembelian yang buruk,1,1,sangat_negatif,2025-10-30 17:39:44,1
gopaylater aku sudah aktif tapi kenapa tidak bisa di pakai ya,1,1,sangat_negatif,2025-09-16 12:30:52,1
kesel bgt klo abisa pake gojek ada notif a call in progress ga ilang2. klo bisa kasih bitang nol mah gw isi tuh. bintang 1 kebanyakan,1,1,sangat_negatif,2025-10-18 13:08:30,1
"makin lama makin mengecewakan, pesan makanan aja harus nunggu sejam belum lagi kalau telat",2,2,negatif,2025-04-02 00:51:13,6
"Mau tanya aja,biasa asal dan tujuan sama tarifnya berubah rubah,kenapa",4,4,positif,2025-01-07 10:24:56,0
"saya heran, kenapa pengguna lama jarang mendapat voucher? dan pengguna baru sangat sering nendapat voucher, bahkan setiap hari. saya pun heran, kenapa aplikasi gojek di hp teman saya, setiap hari mendapat voucher, ntah itu diskon 2 5rb bahkan lebih dari itu. padahal kami sama sama pengguna gojek yang sudah lama.",4,4,positif,2024-11-27 15:12:07,0
"dulu isi pulsa gak masuk, sekarang top up gopay gak masuk tunggu 2 hari kerja, top up gopay bukan untuk tabungan tapi buat transportasi sama isi pulsa, minta tolong yang profesional",1,1,sangat_negatif,2025-11-16 12:03:42,11
