original_index,text,current_label,reason,confidence,pos_keywords,neg_keywords,suggested_label,notes
11730,saya pemakai go jek lambat selama memakai gojek saya tidak pernah bermasalah pengemudi nya rama akan tetapi apabila ada pengemudi yang melanggar lalu lintas selalu saya komplain di aplikasi dan selalu respon cepat tanggapny,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
12003,mau ganti opsi pembayaran ke gopay biar dapet diskon eh malah tidak sengaja kepencet pesan trus detik itu juga mau batalin nggabisa mana deket ongkir mahal banget gabisa dibatalin kan cuma mau ganti metode bayar biar dapet diskon tetep jadi beli kok biar murah aja hadeuhh mana tambah nyeseknya pas ngecek aplikasi sebelah dapet menu komplit sama minumnya lagihh hadeuuhh,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
12978,saya ingin sheer pengalaman dalam mengunakan aplikasi ini yang tidakmenyenangkan sebagai masukan beberapa kali saya pesan go car gojek melalui aplikasi ini pesanan saya langsung di input bahkan pengemudi teleponchat ke saya menanyakan alamat saya namun beberapa saat saya tunggu dia malah membatalkan pesanan saya begitu saja tanpa ada kejelasan jadi saya mohon pada pihak manajemen untuk memberi sanksimenindak tegas atas perbuatan oknum tersebut karena ini bisa berimbas ke pihak gojek wassalam,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
13245,untuk saat ini aplikasinya masih baik aja dan samgat membantu semoga nanti nya tidak mengecewakan dan tidak ribet selalu mempermudah,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
13290,sangat amat berguna buat saya yang kesekolah tidak ada yang anter tapi kadang suka bikin kesal babang gojek nya sudah nunggu lambat eh di cancel tapi ttp saja masih lebih baik dari pada ojek biasa karena suka ada promosi,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
13630,cuma saran di go send nya kasih fitur penjaga barang tetap aman dong tidak tau bagaimana caranya soalnya pengalaman kirim dari rumah kue kering toples tidak remuk sesampai di tujuan remuk dan jajan nya juga jadi kasih fitur pengaman atau tidak ganti rugi semoga bermanfaat jadinya kan go send nya terpercaya,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
13713,lebih banyak menyenangkan n puas walau kadang jemputan agak lambat pernah sekali kendaraan jalan cepat tidak peduli jalan buruk n ada polisi tidur,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
13723,tolong dong buat gobiznya kalo milih pengemudi itu yang terdekat saja karena sering makanan yang saya sediakan suka di batalkan sepihak oleh driver dan kurang ajarnya sekarang tidak ada lagi sistem kompensasi ini bagaimana sangat merugikan pedahang,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
13951,setiap pake jasa gosend selama ini alhamdulillah aman drivernya ramah tepat waktu tidak mengecewakan,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
14480,apaansih saya setiap pesen gojek pasti nunggu dapet drivenya lambat banget bahkan sampe tidak dapet kenapa ya bisa begitu apa karena aku pake voucher biar jadi murah harganya gitu karena pengemudi nya gamau rugi karena aku pake voucher gitu hadeh tau alasan saya gamake gojek lagi ya karena ini lambat banget dapet pengemudi,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
14536,akun gojek saya terkena banned voucher saat saya tanya dicustomer servicenya cuma dijawab akun saya ada penyalahgunaan voucher tanpa ada transparansi kapan saya melakukan atau pas apa saya melakukannya saya kecewa sekali dengan pelayanannya kalau seperti ini padahal level goclub saya sudah anak sultan tapi percuma aekarang vouchernya tidak bisa dipakai kalau tidak ada penindak lanjutan lagi terkait hal ini ya selamat tinggal gojek terima kasih,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
14586,aplikqsi gojek sangat membantu saya baik dlm mengantar pergi maupun mau pesen makan apa saya tapi sayangnyaa belakangan ini harga ongkir mahal bngt walaupun trkdng dpt promosi msh tidak ketutup jadi membuat berfikir ulang saat mau pesan apa tidak nyaa karena kegedean ongkir drpd pesanan saya hahahahaha jika sudah begitu saya batal goreng tempe or telor saja dech jadi nyaa,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
14757,halo admin gojek saya suka banget sama aplikasi gojek tapi tidak suka sama gosend banyak customer saya yang pesan gosend tapi drivernya pada tidak mau ngambil dan sering dibatalkan oleh drivernya saya juga dari jam yang lalu sudah pesan gosend tapi tidak ada yang mau ambil padahal saya cuman mau antar makanan sering dibatalkan oleh driver saya dapat promosi makanya bayar tunai murah masa cuman karena alamat dekat ongkir murah selalu di tolak,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
14782,tolong dong mapsnya diperbarui lagi kek google earth jadi tidak susah masangnyatambahkan google earthnya bisa set dimana saja terus kalo pake go car tarifnya di murahin lagi dong jangan terlalu mahal oke nanti saya tambahkan bintangnya satu lagi jadi lima updatenya cepat ya,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
14841,ini aplikasi yang ngebantu banget secara tarif lebih murah dari opang sejauh ini sih dapet pengemudi yang baik walau kadang ada saja yang suka minta batal dengan alasan motor rusak lagi dengan alasan yang sama kudu di periksa tuh min atu klo motor tidak layak tidak usah dipake lah saya bosan dengan alasan mu bang hahah kasih voucher unlimited expired donk baru asyik,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
14945,fiturnya makin bagus aplikasinya mudah dioperasikan murah dng banyaknya promosi sayang pas saya pake gosend tiba pas pengemudi dtg alamat pengiriman berubah tidak sesuai dng yang diketik pengemudi nya minta batal,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
14995,tadinya saya masih mikir mw ksih bintang scara slama ini enak pake gojek baik itu gocar bike atau gofood tapi hari ini saya bnr sudah sangat kecewa atas playanan gojek trutama di pickup point stasiun pasar turi sby yang terkesan menganaktirikan tujuan yang dekat dengan dalih dicarikan alternatif yakni dialihkan jadi gocar reguler biar lebih cepat tapi harga naik sedikit tapi yang ada tarifnya jadi x lipat dr awal pesan dan pesanan awal trnyata dicancel dan hrus ulang dr awal antri lg n tidak cuma x ini saja,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
15202,saranku mendingan promosi gojek hemat di hilangkan aja tidak guna ada promosi itu asal di pakai promosi hemat dpt gocar nya susah sudah dpt malah di cansel terus drivernya bilang makai hemat ya langsung di cansel agak bagaimana gitu bacanya masa pengemudi bilang gitu aduh kalau tidak mau di pakai promonya mendingan hilangkan aja baru kali ini kecewa terhadap gojek,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
15370,jujur bagus tapi sayang argonya kalah murah sama apk sebelah apalagi kalo di bandingin sama si kuning jauh banget di kalimantan jangkauan layanan terbatas ongkir makanan agak mahal dikit sii tapi tidak masalah buat option ke saja kalo apk sebelah lagi susah di cari,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
15428,terkadang pengemudi gojek ngeselin disaat pesan makanan sudah mau sampe sudah nunggu lambat dan map tidak jalan ternyata tiba ganti pengemudi siapa yang tidak kesal kalo gitu,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
16186,simple kalo lagi tidak bawa uang bisa isi gopay by trf jadi tidak ribet cuma skr ongkirnya mahal,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
16310,mohon agar lokasi pengemudi lebih diperhatikan agar customer tidak lambat menunggu atau membatalkan pesan karena lokasi driver di map mungkin terlihat dekat tapi kalau traffic atau jalur aktual membuat pengemudi mesti memutar jauh maka bisa merugikan pengemudi dan customer,positive,Labeled POSITIVE but has 4 negative keywords vs 0 positive,high,0,4,,
16344,haloo saya pengguna lambat gojekk dari saya awal masuk smp ortu tidak bisa anter sekolah tapi karena di jaman seperti ini semua sudah canggih dan saya berterima kasih kepada gojek fitur bya juga bagus cuman bagi pengguna baru agak ribet sih,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
16849,app terburuk yang bener saja mau masuk ke akun tidak bisa no dag ilang bertahun eh di suruh inget dan kasi no lambat logika di bilang dah tidak inget bego amat si kalo cuman buat buktiin itu aku kita tidak cukup dengan imel harusnya dengan ktp bisa tidak mati harus dengan no yang dah kita tidak inget minta apus juga tidak mau gila ni app masa tidak bikin baru cuman bisa buat pake gojek menang banyak dong u tidak tidak bisa tarik uang,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
16930,aplikasi kasih bagus layanannya cepat dan harga murah tapi mencari gojek atau gocar masih agak susah agak lambat tidak dapet dapet,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
17044,saya sangat kecewa saya bagus up gopay tidak masuk padahal di status sudah berhasil padahal biasanya bagus up melalui mbanking tidak ada ada masalah terus ini solusinya bagaimana uang saya sudah di email tidak ada kejelasan jangan ngerugiin cs,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
17048,aplikasi anak bangsa terbaik bbrp poin yang perlu ditingkatkan tetap pada misi visi awal utamakan peningkatan kehidupan bangsa terutama utk para mitra driver promosi yang tidak merugikan mitra pengemudi outlet titik tracking gps lebih realtime lg penerimaan pesan msh sering tlambat shg titik target tujuan sering terlewati mitra driver ini menimbulkan kerugian biaya bahan bakar waktu keselamatan bagi mitra driver tindak para pengorder fiktif promosi dengan maks limit,positive,Labeled POSITIVE but has 4 negative keywords vs 2 positive,high,2,4,,
17222,saya harap pihak gojek lebih memperbaiki lagi dalam cs bantuan barang ketinggalan makanan saya ketinggalan di mamang gojeknya dan saya sudah telpon csnya dan csnya bilang suruh nunggu bakalan di konfirmasi ke mamang gojeknya dan sudah sekitar jam saya nunggu tidak ada satupun kabar ataupun basa basi dari csnya so saya sangat kecewa walaupun simple nya itu cuman makanan tapi tetep saja dikala lagi duit pasan dan abis itu bakalan berharga banget so mohon untuk diperbagus lagi pelayanan nya walaupun ini emang alasan konyol dan mungkin sepele untuk pihak gojek tapi bagi saya ini adalah salah satu pengalaman yang menurut saya kurang menyenangkan,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
17359,percuma laporan sampai berbusa bilangnya tidak usah kawatir terus cek saldo secara berkala tapi tetap saja tow saldo tidak dikembalikan untungnya saja yang kepotong itu dikit coba klo banyak tetap saja trauma bayar go ride pakai go pay mending tunai aja klo pas hujan signal error terjadi kesalahan teknis saldo kita kepotong secara otomatis lebih murah pakai aplikasi si kuning bayar tunai tidak ribet sudah ikhlas saya saldo kepotong pembelajaran buat kalian yang pakai go pay utk lebih waspada,positive,Labeled POSITIVE but has 4 negative keywords vs 0 positive,high,0,4,,
17387,gojek bagus cuman ad yang perlu dibenahi sdkt terutama di pengetikan alamat yang dituju ketika kita ketik alamat pengantaranpengiriman itu harus mengulang lagi dari awal jika umpm keluar dari aplikasi sbntr utk mengecek alamat di chat pelanggan utk melanjutkan ketikan tidak bisa harus mengulang lagi dari awal dan itu bikin ill feel banget adeeuhh plis dahh tlg perbaiki dong jgn bgtu lagi di aplikasi lain mah tidak gitu ketika alamat bisa dilanjutkan jadi tidak bikin kesal ketik ulang,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
17467,saya sudah thn lebih pake gojeg dan tidak pernah pake aplikasi lain selain gojeg tapi baru kali ini gojeg tariff nya naikin harga tidak kira dulu ke stasiun cisauk dr rumah saya cm rbu tidak lambat terus jadi rb skrang masa jadi rbu udah gitu maps nya di bikin jauh masa yang jarak km jadi km terus yang km jadi km tolong perbaiki lagi system nya karena saya sbgai customers merasa di rugi kan klo kya gini terus saya cek harga tariff akun sebelah biasa saja lebih murah bedanya rbuan kan lumayan bngt,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
17623,bagus tidak ribet joss proses nya juga hitungan detik tidak pakek lama pokok nya bagus deh bisa di andalkan,positive,Labeled POSITIVE but has 3 negative keywords vs 2 positive,high,2,3,,
18125,suka sekali sekarang sering dpt pengemudi dekat jadi tidak kelamaan nunggu kemarin ada abang nya yang bilang sekarang sistem pemerataan order tapi apapun itu terserah lah lanjutan itu yang penting tidak dpt pengemudi yang jauh lagi cz sering minta batal alasan kejauhan,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
18497,selama saya memakai apk gojek selalu aman dan lancar walau kadang apk agak lambat mungkin karena error ataupun jaringan tidak stabil dan ada beberapa pengemudi yang mengambil pesanan tapi di peta tidak berjalan menuju lokasi penjemputan semoga gojek ke depannya lebih baik dan lebih maju tetap semangat dan sukses selalu,positive,Labeled POSITIVE but has 4 negative keywords vs 2 positive,high,2,4,,
18572,memang tidak pernah mengecewakan selama selama ini bagus go jek jaya selalu next aku naik kan rank nya,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
18610,tolong untuk di perbarui petanya kalo jalannya perbaikan jangan di carikan pengemudi yang jlnnya di buntu lewat mana drivernya tak batal cari yang dekat biar tidak lewat jln yang sama malah akun saya yang mau di blokir tolong lah pembaruannya di cek lagii klo gini yang rugi siapa customer juga,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
18794,jadi hal yang umum goto grup ini tidak bisa menyelesaikan masalah yang dialami customer saldo terpotong dua kali saja dengan entengnya bilang transaksi tidak bisa dibatalkan padahal sudah jelas saldo yang terpotong karena kesalahan sistem,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
19028,selama makai aplikasi gojek untungnya tidak ada masalah diskonnya juga tidak ribet dan bisa langsung digunakan permintaan untuk diskon goridegocar terus ditambah ya terima kasih,positive,Labeled POSITIVE but has 3 negative keywords vs 1 positive,high,1,3,,
19303,dapet pengemudi muda genit dapet pengemudi tua ugalan pada disuruh pake gps gamau giliran nyasar gamau dianterin sampe tujuan pesen makanan sudah pesen dri jam malem dipencet pesen server penuh terus aku cba berkali pas jam dicoba lagi eh restoran tutup bagaimana tidak marah ada saldo gopay buat pergi di tulisanya kalo case klo gopay saya cba pake gopay tapi yang kesedot bagaimana si bukan mslh uangnya masalah kenapa sering banget dikecewain tidak x x sudah berkali,positive,Labeled POSITIVE but has 3 negative keywords vs 0 positive,high,0,3,,
