index,text,old_label,new_label,confidence,reason
861,awalnya pesan gocar dengan jarak m dengan harga lalu saya batal karena pengemudi tidak bergerak tiba tiba saat saya akan...,negative,neutral,medium,Neutral (score:1.3)
867,sangat tidak berguna mahal tidak ada untung nya mau tutup akun di pemberitahuan ada hutang cashloan cash loan apa hutang...,negative,positive,high,Strong positive (score:8.0)
870,untuk sementara selama saya menggunakan go jek go car belum pernah kecewa terutama go car,negative,positive,medium,Positive (score:3.0)
872,sangat membantu kemarin ngisi bagus up sempat tersendat tidak masuk padahal sudah ada notifikasi nya jgn lagi y gojek,positive,neutral,medium,Neutral (score:1.3)
878,sangat bagus mudah dan cepet sapet pengemudi nya pokok nya bagus lah,positive,negative,medium,Negative (score:-2.6)
880,krg efisien setiap pesan dekat sekelompok driver yang dapet malah yang jauh,neutral,positive,medium,Positive (score:2.0)
883,kali cari pengemudi untuk gocar tidak dapat pesan prioritas juga sama mengecewakan,negative,positive,medium,Positive (score:3.0)
893,gojek tolong gopay nya diimprovisasi lagi agar nama saat mengisi gopay lewat atm dapat terlihat dan mengurangi kesalaman...,neutral,positive,medium,Positive (score:2.0)
898,alhamdulillah smnjak ada gojeg bnyk kebantu klo keadaan darurat cuma makin kesini ksannya kurang adil antara ongkos k pe...,neutral,negative,medium,Negative (score:-2.0)
903,walaupun dari segi harga sama merk sebelah lebih mahal tetapi tetap terjangkau dan pelayanan ok local pride broo maju te...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
904,baru buka gocar langsung pesan sendiri x apknya dengan jarak yang tidak manuk akal cuma keluar parkiran di sumarecon mal...,neutral,positive,medium,Positive (score:2.0)
909,aplikasi yang sangat membantu setiap kali dapet driver selalu sangat ramah dan sopan serta pemilihan rute yang baik,positive,neutral,medium,Neutral (score:-1.3)
910,gojek sangat membantu utk berbagai perjalanan membuat mudah mencapai berbagai tujuan hingga praktis mendapatkan makanan ...,positive,negative,high,Strong negative (score:-7.8)
919,kalau pake voucher potongan susah dapat driver apalagi kalau hujan makin susah padahal lebih mahal dari aplikasi serupa ...,neutral,positive,medium,Positive (score:2.0)
924,sangat membantu sekali ada nya aplikasi gojek online,positive,negative,medium,Negative (score:-3.2)
930,tingkatkan terus karena sangat membantu perjalanan sayayg lain semoga lebih baik lagi kedepannya sukses selalu gojek,positive,negative,medium,Negative (score:-2.6)
933,kasihan pengemudi sekarang dapat cerita dari pengemudi yang tadi antar saya dari jakarta ke bogor katanya sekarang menu ...,negative,positive,medium,Positive (score:2.0)
934,sgt mengecewakan monopoli banget nih aplikasi transaksi itungan detik tidak bisa di batal padahal kesalahan dr deskripsi...,negative,neutral,medium,Neutral (score:-1.3)
936,aplikasi gojek sangat jelek dikala ada point slalu tertulis internet nya matidikala ada promosi juga tertulisinternet ny...,negative,positive,medium,Positive (score:3.9)
942,sangat kecewa dengan gojek saya gopay ribu dr semalam tapi tidak masuk sampai skrg sudah saya laporkan ke email gojek ta...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
952,awal dapet harta karun senang karena bebas milih makin kesini harta karun nya ditentukan resto nya ya percuma donk itu b...,negative,positive,medium,Positive (score:3.0)
955,sangat membantu kalau lagi lapar dan tidak bisa keluar malam makasih gojek pokoknya banyak banget keuntungan nya,positive,neutral,medium,Neutral (score:0.0)
957,mohon untuk waktu batal orderannya di tambah karena percuma ngasi fitur batal kalo waktu batal cuman sec mungkin pihak a...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
958,force close pas mau masuk menu sudah lambat seperti ini sudah diperbaiki cuy bagus lah gojek,positive,neutral,medium,Neutral (score:1.0)
960,mantap jangan sampai di update jadi ribet kaya apk sebelah saat pemesanannya,positive,neutral,medium,Neutral (score:1.3)
962,nambah lambat bukan nambah bgus malah namba merugikan sering gangguan apalagi habis hujan edit sudah mulai baik di beber...,neutral,negative,medium,Negative (score:-2.0)
971,good driver bijaksana d sangat membantu saat penting dan d perlukan trims,positive,negative,medium,Negative (score:-2.6)
982,sangat membantu dan bisa menjadi andalan dalam transportasi dan dengan aplikasi yang ada sangat membantu seperti gopay d...,positive,negative,high,Strong negative (score:-5.2)
986,saya tau gojek berusaha memberikan pengalaman perjalanan yang nyaman tapi tolong masih banyak rute yang lebih dekat dan ...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
988,sangat bagus dan membantu tapi syg untuk penukaran poin saat ini kurang bagus,positive,negative,medium,Negative (score:-3.9)
990,nyaman dan ngak was was barang sampe tujuan dengan baik,positive,neutral,medium,Neutral (score:-1.0)
991,mohon untuk di tindak lanjuti berbagai penipuan fia gojek seperti gopay yang sangat merugikan karena saya barusan kena s...,neutral,negative,medium,Negative (score:-2.6)
994,sudah mau jalan minggu aplikasinya sering banget lag,neutral,negative,medium,Negative (score:-2.6)
1002,ini aplikasi sampah suka menghubungkan sendiri kepembayaran online saldo saya diambil padahal tidak pernah membuat pesan...,negative,positive,medium,Positive (score:2.6)
1005,sangat puas pelayanannya gojek tapi sayang banyak sopir go bak yang sering batalkan pesanan kalo emang tidak mo ambil pe...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
1008,sangat membantu pada waktu itu sekarang sering di batal dan di ganti driver dan itu menunggu bisa sampai jam menit dan a...,neutral,negative,high,Strong negative (score:-5.2)
1012,ok banget sangat membantu tp untuk maps nya masih kacau banget kasihan untuk yang belum paham tolong diperbaiki makasih,negative,positive,medium,Positive (score:3.2)
1013,masalah dengan driver x pesanan di cancel chat cs tidak bisa malah chat dengan bot minim informasi yang membantu,negative,positive,medium,Positive (score:2.0)
1016,min saya ingin bertanya apakah kalau menggunakan voucher pengemudi tidak mau pick up karena jarak yang jauh saya memesan...,neutral,negative,medium,Negative (score:-2.0)
1022,sangat membantu kita yang membutuhkan transportasi alternatif selain kendaraan umum fitur lainnya juga oke banget sangat...,positive,negative,high,Strong negative (score:-5.7)
1024,iyq si aplikasinya bagus tapi kenapa tiba tiba gopay saya tekena blok padahal tidak saya apa apai saya sudah kirim lapor...,negative,positive,high,Strong positive (score:6.0)
1026,aplikasi go jek ini andalan saya untuk bertransaksi apapun dan sangat membantu saya di masa pandemi seperti tinggal klik...,positive,negative,medium,Negative (score:-2.6)
1028,cukup membantu saya dalam segala hal mau pemesanan jasa antar apapun semoga lebih baik lagi kedepan nya,positive,neutral,medium,Neutral (score:-1.0)
1035,menurut saya aplikasi ini sangat membantu sekali dengan beberapa fiturnya seperti go send dan go car tapi sayangnya pada...,positive,negative,medium,Negative (score:-3.2)
1036,tlong di perbaiki lagi saya tidak meng batal oredran tpi di aplikasi saya saya batal orderan trs ada notifikasi pesanan ...,negative,neutral,medium,Neutral (score:0.0)
1045,swipe gopoin hilang sedangkan di situsnya masih ada penjelasannya padahal ada buanyak swipe gopoin yang belum dipakai sa...,negative,positive,medium,Positive (score:3.0)
1047,mantao skuy kapan nih paylater di aktifkan akun sudah lambat dan lumayan aktif tapi tidak di aktifkan,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
1056,tolong dong nih akun saya koq tidak bisa bagus up pulsa dengan keteranga d blokir gitu tolong solusinya gimna,positive,negative,medium,Negative (score:-3.0)
1057,sangat membantu dan banyak promonya semoga jaya terus dan pihak aplikator juga bisa memperhatikan mitra mitra nya,positive,negative,medium,Negative (score:-2.6)
1059,tolong lengkapi info type motor yang dipakai driver agar sama enak thanks,neutral,negative,medium,Negative (score:-2.0)
1067,oalaah ini upgrade gopay plus nya ko lambat mestinya harus gerak cepat dong saya dftr prakerja dan mau nyairin intensif ...,negative,neutral,medium,Neutral (score:0.0)
1071,sini mau komplen mala dkirim pesan otomatis kocak minimal kasih nomer customer service nya kocak komplen di aplikasi jug...,negative,positive,medium,Positive (score:2.6)
1073,alhamdulillah sangat membantu upgrade gopay plus nya tidak lambat mudahn lancar tidak ada kendala buat pencairan prakerj...,positive,negative,medium,Negative (score:-2.6)
1075,saya sulit dapet pengemudi maupun gocar atau pun goride padahal sudah aktifin pencarian cepat,neutral,positive,medium,Positive (score:2.0)
1079,fiturnya semakin banyak ada juga gopaylater yang sangat membantu waktu perlu makan beli pulsa tapi belum dapat transfera...,positive,negative,medium,Negative (score:-2.6)
1089,sangat baik dan membantu kecepatan dalam pekerjaan,positive,negative,high,Strong negative (score:-6.5)
1097,overall i like it but please tambahkan opsi nama kendaraan pengemudi nya karena menurut saya hal ini sangat pengaruh ter...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
1099,sangat merugikan saya pesen gocar pesan nya sangat lambat tidak ada pengemudi padahal saya di tengah kota solo dan melih...,negative,positive,medium,Positive (score:3.2)
1102,sangat puas setiap pesen tepat waktu dan drivernya ramah,positive,neutral,medium,Neutral (score:-1.3)
1107,aplikasi nya sangatlah memuaskan terimakasih gojek,neutral,negative,medium,Negative (score:-3.9)
1110,saya mitra sudah th lebih kesejahteraan bkn makin meningkat malah makin merana sulit dpt orderan klo dpt pilihan kerjaan...,neutral,positive,medium,Positive (score:3.0)
1115,suka banget dengan aplikasi gojek walaupun sedikit yang lambat menjemput,positive,neutral,medium,Neutral (score:0.0)
1117,gojek gocar lebih praktis dan meringankan biaya terjangkou juga lebih nyaman enak bisa kapan saja kita pakai selalu ada,positive,neutral,medium,Neutral (score:0.0)
1118,paylater sebelum di update lebih mudah dipake setelah di update tidak bisa dipake buruk,neutral,positive,high,Strong positive (score:5.0)
1119,aplikasinya gajelas jaringan lancar pas buka gojek ngelag banget mesen makan saja sejam busett,positive,negative,high,Strong negative (score:-5.2)
1123,tagihan sudah dibayarkan saldo gopaylater full tapi pas mau dipake buat bayar tagihan selalu gagal padahal jaringan bagu...,positive,negative,high,Strong negative (score:-6.0)
1136,suka tapi kdang sebel klo ada pesan ke tmpt makan nomer pelanggan suka di save sama tmpt makannya,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
1138,tidak pernah dapat pengalaman bagus pake gojek pengemudi jauh lah pengemudi tidak datang sudah ditungguin padahal posisi...,neutral,negative,medium,Negative (score:-2.6)
1143,bagus di pake muda di mengerti dan sangat membantu tapi kenapa klu di upgrade lambat sekali prosenya mohon perhat,positive,neutral,high,"Mixed sentiment (pos:1, neg:2)"
1147,saya makin dkesini semakin di persulit kirim email cuma buat nuker nomor hp karena saya punya account ja ribet di tolak ...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
1148,dengan adanya gojek sangat membantu banget,positive,negative,medium,Negative (score:-3.2)
1150,untuk gofood nya makin sering di pake makin gada vocer pengantaran lama mending pake apk ijo yang sebelah,negative,positive,medium,Positive (score:2.0)
1166,aplikasi yang sangat membantu kalau perlu terus ada promosi nya dong buat pengguna setia terima kasih,positive,negative,medium,Negative (score:-2.6)
1168,terima kasih sangat baik sekali,positive,negative,high,Strong negative (score:-4.8)
1169,saya sedikit kecewa pas isi gopay di promosi bahwa gopay sama cash beda harga dan gopay lebih murah dari cash ternyata p...,neutral,negative,medium,Negative (score:-3.0)
1173,sangaat terbantu lebih mudah dlm segala hal semoga kedepannya akan lebih berkembang lagi,positive,negative,medium,Negative (score:-2.0)
1181,sampah aplikasi nya ini itu error mulu gopay coin nya apalagi disuruh report tapi web untuk report nya juga error bagaim...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
1190,sekarang gojek tidak bisa bagus up lewat mandirilivin,positive,negative,medium,Negative (score:-3.0)
1192,saya kasih bintang saja biar di perhatikan gojek kurang update alamat yang benar input alamat yang benar sulit tak bisa ...,negative,neutral,medium,Neutral (score:-1.3)
1193,aplikasi bagus yang dulu bisa lihat posisi drever dimana dan cepet banget pesannya sekarang resto deket saja lambat bang...,negative,neutral,medium,Neutral (score:1.3)
1198,selama ini masih sangat membantu bisa kirim barang kebutuhan anak yang sekolah di luar pulau,positive,negative,medium,Negative (score:-2.6)
1204,sangat puas upgrade tidak ada jam langsung di proses beda kaya sebelah sudah minggu tidak di proses pokok nya bagus reco...,positive,neutral,medium,Neutral (score:0.0)
1208,aplikasi yang sangat membantu memudahkan hidup cs juga sangat responsif saat customer komplain good job banget team goje...,positive,negative,medium,Negative (score:-3.2)
1210,kenapa akun punya saya alamat nya suka pindah sendiri saya ada di kopo alamat nya di jalan gading tutuka jauh amat ini h...,neutral,positive,medium,Positive (score:2.6)
1214,sangat membantu sekali kalau lagi mau pergi dan harga nya pun tidak menguras kantong,positive,negative,medium,Negative (score:-3.2)
1221,aplikasi makin ke sini makin ngelag,neutral,negative,medium,Negative (score:-2.0)
1236,hanya catatan di harga gofood kenapa sudah markup harga tapi masih ngecharge platform fee markup nya juga kebesaran maka...,neutral,positive,medium,Positive (score:3.2)
1238,terimakasih gojek pelayanannya sangat baik dan memuaskan,positive,negative,high,Strong negative (score:-7.8)
1241,saya agak kecewa pengemudi nya kebanyakan meolak dengan alasan ongkir tidak sesuai dengan jarak antar malah minta di sam...,negative,positive,medium,Positive (score:2.0)
1245,go jek sangat bagus dan tidak ada kendalanya pelayanan nya ramah harganya murah dan keselamatan penumpang terjamin pokok...,positive,neutral,medium,Neutral (score:1.6)
1249,mengapa selesai saya bagus up selalu muncul notif permintaan ditolak saldo ada tapi tidak bisa melakukan pembayaran moho...,neutral,negative,medium,Negative (score:-3.0)
1251,kadang suka susah di donlowd,positive,neutral,medium,Neutral (score:0.0)
1252,apk bagus tapi sayang banyak pengemudi yang mangkal disembarang tempat dikawasan rumah penduduk yang bukan komplek perum...,negative,positive,high,Strong positive (score:6.5)
1260,saya kasih bintang satu buat aplikasi ini saya kurang puas sama aplikasi yang sekarang saya pesan food masa nunggu mnt b...,negative,positive,medium,Positive (score:2.0)
1261,kerja aplikasinya lambat bngt kelamaan loading padahal jaringan bagus bagus saja,positive,negative,high,Strong negative (score:-8.0)
1265,sudah males go food di gojek harga ongkirnya mahal banget klo bisa tolong di kira ongkirnya dan tolong sesuaikan dengan ...,negative,positive,medium,Positive (score:2.6)
